Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
"Utilising community volunteers can increase the detection and referral of Buruli ulcer cases in endemic communities in Southeast, Nigeria","Alo, C.; Okedo-Alex, I. N.; Akamike, I. C.; Agu, A. P.; Okeke, I. M.; Amuzie, C. I.; Alo, N. C.","Background: Buruli ulcer (BU) is a debilitating neglected tropical disease which causes disability and mostly affects inhabitants in impoverished settings where access to medical care is challenging. This study aims to determine the effect of training community members as volunteers for or in the detection and referral of people who have Buruli ulcer to the hospital. Methods: The following study is a before and after study in the BU-endemic Local Government Areas (LGA) of Ebonyi State. A cluster random sampling technique was used to select 90 volunteers from three LGAs (30 from each LGA). In each LGA, the volunteers underwent a one-day training and six months field work to identify all those who have any form of ulcer on any part of their bodies. A short questionnaire was used to capture socio-demographic characteristics of the patient, site of the ulcer, duration of the ulcer, initial appearance of the ulcer, referral to hospital, result of laboratory investigation, and treatment received. The data was analysed using the Statistical Package for Social Sciences (SPSS) for Microsoft Windows version 20 software. The Z test statistic was used to compare the number of referred BU patients before and after the intervention by LGA. The Chi square test was used to examine the association between the dependent and independent variables. Results: The mean age of volunteers was 39 ± 9.5 while mean age of the patients was 42.3 ± 17.1. Most of the ulcers were on the legs (79.4%) and lasted 1–5 years (65.6%). There was a significant increase in the proportion of BU suspects identified by the community volunteers in all 3 LGAs (Afikpo north (p = < 0.001), Abakaliki (p = 0.02), Ikwo (p = 0.001). The duration of the ulcer was associated with the detection and referral of the patients with higher levels of detection and referral among those whose ulcer had lasted 1–5 years in two of the LGAs (P < 0.001). Conclusion: We recommend that program managers and stakeholders integrate and scale up the services of trained community health volunteers for the rapid detection of Buruli ulcer cases in rural endemic communities. Awareness and sensitization campaigns on BU preventive measures should be intensified.",2022,,"Tropical Diseases, Travel Medicine and Vaccines",8,1,,,10.1186/s40794-022-00181-7,16469,#687,Alo 2022,"Sabina Rodriguez (2025-01-22 05:46:58)(Select): Mainly focuses on impact of training volunteers to detect and refer BU cases. Does report on number of BU cases detected. ; Rachel Wangi (2025-01-17 21:51:31)(Select): Burden of reconstructive surgical conditions, and improved access to care due to involvement of community volunteers.; ",Ulcers
"Paediatric musculoskeletal disease in Kumi District, Uganda: a cross-sectional survey","Alves, K.; Penny, N.; Kobusingye, O.; Olupot, R.; Katz, J. N.; Sabatini, C. S.","PURPOSE: The purpose of this study is to estimate the burden of musculoskeletal disease among children treated in Kumi District, Uganda, to inform training, capacity-building efforts, and resource allocation. METHODS: We conducted a retrospective cohort study by reviewing the musculoskeletal (MSK) clinic and community outreach logs for children (age < 18 years) seen at Kumi Hospital in Kumi, Uganda, between January 2013 and December 2015. For each patient, we recorded the age, sex, diagnosis, and treatment recommendation. RESULTS: Of the 4852 children, the most common diagnoses were gluteal and quadriceps contractures (29.4% (95% CI 28.1-30.7%), 96% of which were gluteal fibrosis), post-injection paralysis (12.7% (95% CI 11.8-13.6%)), infection (10.5% (95% CI 9.7-11.4%)), trauma (6.9% (95% CI 6.2-7.6%)), cerebral palsy (6.9% (95% CI 6.2-7.7%)), and clubfoot (4.3% (95% CI 3.8-4.9%)). Gluteal fibrosis, musculoskeletal infections, and angular knee deformities create a large surgical burden with 88.1%, 59.1%, and 54.1% of patients seen with these diagnoses referred for surgery, respectively. Post-injection paralysis, clubfoot, and cerebral palsy were treated non-operatively in over 75% of cases. CONCLUSION: While population-based estimates of disease burden and resource utilization are needed, this data offers insight into burden of musculoskeletal disease for this region of Sub-Saharan Africa. We estimate that 50% of the surgical conditions could be prevented with policy changes and education regarding injection practices and early care for traumatic injuries, clubfeet, and infection. This study highlights a need to increase capacity to care for specific musculoskeletal conditions, including gluteal fibrosis, post-injection paralysis, infection, and trauma in the paediatric population of Uganda.",2018,,Int Orthop,42,8,1967-1973,29610937,10.1007/s00264-018-3915-x,13465,#712,Alves 2018,"Sabina Rodriguez (2025-04-10 05:37:39)(Select): Provides a breakdown of the different indications and also mentions whether surgery was required. No specific PRS, though?; ",""
Global general pediatric surgery partnership: The UCLA–Mozambique experience,"Amado, V.; Martins, D. B.; Karan, A.; Johnson, B.; Shekherdimian, S.; Miller, L. T.; Taela, A.; DeUgarte, D. A.","Background/purpose There has been increasing recognition of the disparities in surgical care throughout the world. Increasingly, efforts are being made to improve local infrastructure and training of surgeons in low-income settings. The purpose of this study was to review the first 5-years of a global academic pediatric general surgery partnership between UCLA and the Eduardo Mondlane University in Maputo, Mozambique. Methods A mixed-methods approach was utilized to perform an ongoing needs assessment. A retrospective review of admission and operative logbooks was performed. Partnership activities were summarized. Results The needs assessment identified several challenges including limited operative time, personnel, equipment, and resources. Review of logbooks identified a high frequency of burn admissions and colorectal procedures. Partnership activities focused on providing educational resources, on-site proctoring, training opportunities, and research collaboration. Conclusion This study highlights the spectrum of disease and operative case volume of a referral center for general pediatric surgery in sub-Saharan Africa, and it provides a context for academic partnership activities to facilitate training and improve the quality of pediatric general surgical care in limited-resource settings. Level of evidence Level IV.",2017,,Journal of Pediatric Surgery,52,9,1528-1533,,10.1016/j.jpedsurg.2016.12.026,19342,#717,Amado 2017,"Lionel Bernard Dumont (2025-02-16 20:42:10)(Select): skin grafting reported in % and n.
burn incidence reported
i suggest to include; Rachel Wangi (2025-01-30 01:18:25)(Select): More of a needs assessment study, table 2 mentions the burns among operations category, but does not break down the proportion for the specific surgeries.; Camille Beatrice Valera (2025-01-29 21:01:59)(Select): surgical capacity; burden (burns, trauma) ; ",Barriers to Care; Burden
"Trauma intensive care in a terror-ravaged, resource-constrained setting: Are we prepared for the emerging challenge?","Amaefule, K. E.; Dahiru, I. L.; Sule, U. M.; Ejagwulu, F. S.; Maitama, M. I.; Ibrahim, A.","INTRODUCTION: Trauma in developing countries has been on the increase, a situation perpetuated by rising road traffic collisions, terrorism and firearms proliferation. Some of the victims of trauma are left with life threatening conditions requiring urgent surgical intervention and/or intensive care. The objectives of this study were to determine the pattern of major trauma needing intensive care in the region, and to determine the outcome of major trauma admitted to intensive care unit. METHODS: A six-year retrospective cohort study of trauma patients needing intensive care, set in the Intensive Care Unit of Ahmadu Bello University Teaching Hospital, Zaria, North-West Nigeria. Subjects were major trauma patients admitted into the intensive care unit of the institution, identified via an admission register kept in the unit. The main outcomes measured were length of stay and mortality. RESULTS: Trauma admissions represented 25.1% of the all intensive care admissions. Severe traumatic brain injury accounted for 32.1% of the trauma admissions, while burns accounted for 23.2%. Of the injuries, 15.5% were sustained in bomb blasts, and 8.3% were firearm injuries. The majority of the patients stayed for no more than seven days from admission. Burns patients had the worst outcomes, with 82.1% mortality. CONCLUSION: Major trauma contributes significantly to local intensive care admissions, with terrorism- related trauma now an emerging challenging cause of major trauma in our region. The observed poor outcomes in this study are a reflection of the quality of available intensive care, and lends credence to the concept of appropriately resourced, specialised intensive care units for optimisation of care.",2019,,Afr J Emerg Med,9,Suppl,S32-s37,30976498,10.1016/j.afjem.2018.12.007,15273,#720,Amaefule 2019,"Rachel Wangi (2025-03-25 22:56:02)(Select): burns, trauma; ",Burden; Burns; Trauma
"Prospective Outcomes of Noma Facial Reconstructive Surgery in Sokoto, Nigeria","Amirtharajah, M.; Olaleye, M.; Oluyide, B.; Lenglet, A.; Ariti, C.; Farley, E.; Winters, R.; Taiwo, A. O.; Shaye, D. A.","Background: Noma is a gangrenous infection of the face that results in severe facial deformity, occurring primarily in malnourished and impoverished populations. Objective: To assess clinician- and patient-reported outcomes (PROs) before and after reconstructive surgery for patients with noma in northwest Nigeria. Methods: Objective outcomes were recorded using the noma-specific NOITULP (nose, outer cheek, inner cheek, trismus, upper/lower lip, particularities) classification system. PROs were recorded using a locally developed tool. Postsurgical changes were assessed by Wilcoxon signed-rank testing. Linear regression was used to look for associated risk factors. The inter-rater reliability (IRR) of the NOITULP score was assessed using the weighted kappa statistic. Results: Forty-nine patients (median age 25 years, 71% male) underwent local/regional flap reconstruction and/or trismus release. Twelve complications were reported. Univariate analysis showed a 3.20 change in PRO score (95% confidence interval 0.59 to 5.81, p = 0.018) per kilogram the patient underwent at time of surgery. The NOITULP score improved from a presurgery median of 3.5 to 2.3 (p < 0.0001), however, the IRR was poor (kappa = 0.0894, p < 0.0001). The PRO score also improved from a median of 7.0 to 12.0 (p < 0.0001). Conclusions: Facial reconstructive surgery improves the NOITULP score and PROs in patients with noma in northwest Nigeria. Clinical Trial Registration: OCA017-63.",2024,,Facial plastic surgery & aesthetic medicine,26,4,488-496,,10.1089/fpsam.2023.0079,15532,#769,Amirtharajah 2024,"",Noma
Epidemiology and outcomes of in-hospital acute burn-patients in Togo: A retrospective analysis,"Amouzou, K. S.; Kouevi-Koko, T. E.; Egbohou, P.; Tchetike, P.; Hounmenou, A. K. F.","Background: Burn epidemiologic data are limited in sub-Saharan Africa. This study was aimed at filling the gap in the real-time data about burns in Togo by assessing sociodemographic, clinical and outcome characteristics, causes and severity of burns of hospitalized patients for prevention programs. Methodology: This retrospective study analysed the medical folders of patients admitted to the ICU department of Sylvanus Olympio Teaching Hospital (SOTH) in Lomé for an acute burn injury during 7 years (January 2007–December 2013). We collected sociodemographic parameters, causes, and mechanisms of burns; the time between burns injury and admission to the Surgical Emergency Department (SED), pre-hospital care, pre-existing medical conditions, and treatments. Burned total body surface area (TBSA), anatomical sites and depth of burns, treatment and outcomes were assessed by EPI INFO 3.5.3 (ATLANTA CDC 2003). Results: Burns represented 2.1% of all admissions to the SED. Of the 1,843 burn patients, 497 (26.9%) were admitted to the ICU department, and 1,346 (73%) were treated as outpatients. The analysis included the complete folders of 211 patients. The patients’ mean age was 14.9 years (4 months-94 years). The male to female ratio was 1.67. Children numbered 129 (61.1%) and adults 82 (38.9%). Burns were caused by hot liquids in 74.4% of children and in 13.4% of adults (p = 0.003), and by flames in 73.2% of adults and 19.4% of children (p = 0.001). The mean burned TBSA was 26.5% (range 3%–95%). Mean Abbreviated Burn Severity Score was 4 (range 2–11) for children and 6 (range 3–13) for adults. Medical treatments were fluid resuscitation, close or open wound dressing. Surgical treatments included escharotomy in 28 (13.3%) patients, skin grafts in 23 (11%), local flaps in 3 (1.4%), and fingers or limbs amputations in 9 (4%). Mean hospital stay was 21 (range 1–99) days. The overall burn-related mortality rate was 24.6%. Conclusions: In Togo, over the 2007–2013 period, children were most affected in house-related accidents, whereas adults had most fire burns with extended burned TBSA and associated injuries. Only few patients had surgery and in delayed planning. This study has identified the essential requirements to enhance burn care management and provided an outline for further epidemiologic studies.",2019,,Burns Open,3,4,141-146,,10.1016/j.burnso.2019.07.002,18339,#780,Amouzou 2019,Rachel Wangi (2025-02-24 15:48:03)(Select): burden; ,Burden; Burns
Challenges of anaesthesia in the management of the surgical neonates in Africa,"Amponsah, G.","Africa has one of the highest neonatal mortalities in the world, for which the commonest causes do not include surgical conditions such as some congenital anomalies that are amenable to surgery but are not often operated on because of a number of challenges. These challenges include cultural beliefs and practices, dearth of human resource capacity, inadequate laboratory and imaging support and lack of consumables and intensive or high dependency care facilities. Some of these challenges will be examined and highlighted using the acronym ""ASKS"" in this article.",2010,,African Journal of Paediatric Surgery,7,3,134-139,,10.4103/0189-6725.70410,21770,#781,Amponsah 2010,Camille Beatrice Valera (2025-01-27 22:07:59)(Select): barriers to care; ,Barriers to Care
Predictors of household direct cost of burn injury in adult patients at a tertiary healthcare facility in Ghana: an analytical cross-sectional study in Korle-Bu Teaching Hospital,"Aryee, G.; Aborbi, V. M.; Essuman, R.; Pereko, J.; Djagbletey, R.; Darkwa, E. O.","INTRODUCTION: treatment of severe burn injury generally requires enormous human and material resources including specialized intensive care, staged surgery, and continued restoration. This contributes to the enormous burden on patients and their families. The cost of burn treatment is influenced by many factors including the demographic and clinical characteristics of the patient. This study aimed to determine the costs of burn care and its associated predictive factors in Korle-Bu Teaching Hospital, Ghana. METHODS: an analytical cross-sectional study was conducted among 65 consenting adult patients on admission at the Burns Centre of the Korle-Bu Teaching Hospital. Demographic and clinical characteristics of patients as well as the direct cost of burns treatment were obtained. Multiple regression analysis was done to determine the predictors of the direct cost of burn care. RESULTS: a total of sixty-five (65) participants were enrolled in the study with a male-to-female ratio of 1.4: 1 and a mean age of 35.9 ± 14.6 years. Nearly 85% sustained between 10-30% total body surface area burns whilst only 6.2% (4) had burns more than 30% of total body surface area. The mean total cost of burns treatment was GHS 22,333.15 (USD 3,897.58). Surgical treatment, wound dressing and medication charges accounted for 45.6%, 27.5% and 9.8% of the total cost of burn respectively. CONCLUSION: the direct costs of burn treatment were substantially high and were predicted by the percentage of total body surface area burn and length of hospital stay.",2024,,Pan Afr Med J,48,,9,38946741,10.11604/pamj.2024.48.9.38266,13650,#924,Aryee 2024,"",Burns; Cost
PATTERNS AND OUTCOMES OF PEDIATRIC BURN INJURIES IN A TERTIARY HOSPITAL's BURN UNIT,"Asefa, L.; Abebe, M. W.; Negussie, A. G.","Introduction: Burn is skin and tissue damage caused by various agents such as fire, scalds, electricity, chemicals, or radiation injuries. Globally, burn injuries pose a substantial public health challenge, with a high risk of mortality and morbidity, accounting for over 310,000 annual deaths. Nearly 75 % of burns in young children result from scald burns and infants have the highest mortality rates. Factors such as large surface area of burn, inhalational injury, poverty, and the presence of sepsis contribute significantly to mortality and morbidity in burns. Objective: To assess the pattern of presentation of pediatric burn injuries and their management outcomes. Methods: A hospital-based retrospective cross-sectional study was conducted. Data were extracted from patient charts, cleaned, coded, checked for completeness, and entered into SPSS version 25 for analysis. Descriptive statistics and logistic regression were used for data analysis, and graphical presentations were utilized to present the result findings. Results: Among the 218 paediatric burn patients admitted to the Addis Ababa Burn, Emergency and Trauma Hospital's burn unit, 71.1 % had sustained scald burns due to hot water splashes, while 20.2 % of the patients were admitted due to flame burns. Superficial partial thickness burns occurred in 53.6 % of the patients, with the upper extremity and trunk being the most commonly affected sites. Approximately 38.2 % of the patients developed acute complications, with sepsis of the wound focus being the most common. Chronic complications occurred in 30.7 % of patients, primarily in the form of post-burn contractures. A mortality rate of 3.2 % was observed during the admission period with 2.3 % of deaths occurring in children under 5 years and those with major burns. Conclusion & Recommendation: The primary causes of burns in the pediatric age group are predominantly preventable scalds. Children, especially when unsupervised at home, particularly in kitchens, demand meticulous attention and care to mitigate the risk of burn injuries.",2024,,Burns Open,8,2,87-91,,10.1016/j.burnso.2024.02.002,15639,#936,Asefa 2024,Camille Beatrice Valera (2025-02-04 04:27:27)(Select): burden --> burns + data re: % surgical interventions; ,Burden; Burns
"A prospective study of burns trauma in children in the University of Calabar Teaching Hospital, Calabar, south-south Nigeria","Asuquo, M. E.; Ekpo, R.; Ngim, O.","Background: Burns are among the most devastating injuries seen in the emergency units. The epidemiology varies from one part of the world to another. This communication is a 3-year report of burns in children in an attempt to provide information on the current epidemiology of burns in this centre. Method: Children admitted into the University of Calabar Teaching Hospital, Calabar with burns were prospectively studied from February 2005 and January 2008. Results: There were 56 patients (28 males and 28 females). The ages ranged from 9 days and 14 years (mean 3.5 years) and 19 (73.1%) were preschool children. There were 39 (69.6%) who sustained scald injuries while 17 (30.4%) suffered flame injuries. Twenty-six (46.4%) patients sustained burns with total burn surface area above 10%. Conclusion: Education of the public on burns prevention based on the factors highlighted, establishment of burns support groups dedicated to publicity on prevention and provision of financial aid would sustain strategies when adopted. © 2008 Elsevier Ltd and ISBI.",2009,,Burns,35,3,433-436,,10.1016/j.burns.2008.07.007,22123,#979,Asuquo 2009,Camille Beatrice Valera (2025-01-21 03:44:28)(Select): burden --> burns; ,Burns; Children / Pediatric Population
The orthopaedic needs of children in Rwanda: results from a national survey and orthopaedic service implications,"Atijosan, O.; Simms, V.; Kuper, H.; Rischewski, D.; Lavy, C.","BACKGROUND: When faced with developing orthopaedic services for children in Sub-Saharan Africa, there is little objective evidence-based data on the magnitude and type of services needed. Rwanda is a small country that is in the process of developing orthopaedic and rehabilitation services, and its Ministry of Health supported a survey that would provide information necessary for planning such services. METHODS: A national survey of musculoskeletal impairment (MSI) prevalence was undertaken. Of a population of 8.4 million, 8368 people were enumerated. Four thousand one hundred thirty-four were aged 16 years or less. Cases who failed a screening test for MSI were examined, allocated a diagnostic category, and assessed as to treatment needed. RESULTS: Of 4134 people aged 16 years or less who were enumerated, 3526 (85%) were screened and 91 had MSI, giving a prevalence of MSI among children of 2.58% (95% confidence interval; 2.06-3.10). Twenty-three percent of MSIs were a result of congenital deformity, 14% neurologic conditions, 12% trauma, 3% infection, and 46% other acquired pathology. Of the MSIs, 56.7% were mild, 37.8% moderate, and 5.6% severe. Extrapolated treatment needs suggest that 2% of Rwandan children (approximately 80,000) need orthopaedic physical therapy, 1.2% (50,000) need orthopaedic surgery, and approximately 10,000 need orthopaedic appliances. CONCLUSIONS: These results will be of use in planning future paediatric orthopaedic services in Rwanda, and for comparative studies in other low-income countries.",2009,,J Pediatr Orthop,29,8,948-51,19934715,10.1097/BPO.0b013e3181c18962,13575,#988,Atijosan 2009,"Rachel Wangi (2025-01-28 21:20:09)(Select): Table 1 lists a number of congenital malformations that require reconstructive surgeries, in line with our mandate, however surgeries were not conducted This points to the burden of reconstructive surgeries.; ",Burden of Reconstructive Surgeries; Burns; Congenital Malformations
Mortality Pattern in Surgical Wards of a University Teaching Hospital in Southwest Nigeria: A Review,"Ayoade, B. A.; Thanni, L. O.; Shonoiki-Oladipupo, O.","Background There are many reports from different parts of the world addressing different aspects of surgical mortality. There are few reports from our country, however, and most of them have dealt with mortality in the emergency room. The aim of this study was to determine the prevalence of mortality associated with surgical care and the trends in prevalence of surgical mortality. We used our results as benchmarks to identify areas of improvement. Methods The records of all patients who died during admission for surgical care in Olabisi Onabanjo Teaching Hospital Sagamu between January 2006 and December 2010 were studied retrospectively. Relevant data were extracted, including demographics, surgical diagnosis, co-morbid conditions, length of hospital stay, surgical procedure performed, outcome of treatment, and date of death. Results were analyzed with Statistical Package for Social Sciences version 15. Results The total admission in the surgical wards for 2005-2010 was 5,444, with a total of 2,217 surgical operations carried out during the same period. There were 277 (5.09 %) deaths (165 male and 112 female patients). Of 277 deaths, only 170 case notes (61 %) were available for review. Primary causes of death were classified as cancer (50 deaths, 29.4 %), trauma (66, 38.8 %), infection/inflammatory (16, 9.4 %), and other (38, 22.4 %). Surgical operations were performed in 60 (35.3 %) of the patients who died. No surgery was done in 110 (64.7 %) of those who died. Conclusions The pattern of surgical mortality is not directly related to surgical procedures as most of the deaths occurred in the nonoperative care group. Trauma-associated deaths topped the list.",2013,,World J.Surg.,37,3,504-509,WOS:000317359100004,10.1007/s00268-012-1877-5,23590,#1040,Ayoade 2013,"",Burden of Reconstructive Surgeries
Presentation of Pediatric Unintentional Injuries at Rural Hospitals in Rwanda: A Retrospective Study,"Bagahirwa, I.; Mukeshimana, M.; Cherian, T.; Nkurunziza, T.; El-Khatib, Z.; Byiringiro, J. C.; Ng'ang'a, L.; Rusingiza, E.; Riviello, R.; Ndayisaba, G. F.; Hedt-Gauthier, B. L.","BACKGROUND: Injuries are a leading cause of mortality among children globally, with children in low- and middle-income countries more likely to die if injured compared to children in high-income countries. Timely and high-quality care are essential to reduce injury-related morbidity and mortality. OBJECTIVES: This study describes patterns, management, and outcomes of children 0-15 years presenting with unintentional injuries at three district hospitals in rural Rwanda between January 1 and December 31, 2017. METHODS: Using a retrospective cross-sectional study design, we assessed the demographic and clinical characteristics, care provided, and outcomes of the children using data extracted from patient medical charts. We describe the patient population using frequencies and proportions as well as median and interquartile ranges. FINDINGS: Of the 449 injured children who sought care at the three rural district hospitals, 66.2% (n = 297) were boys. The main causes of injury were falls (n = 261, 58.1%), burns (n = 101, 22.5%), and road traffic injuries (n = 67, 14.9%). Burns were the most common injury among children aged 0-5 years while falls were the leading injury type among the 5-15 years age group. Vital signs were inconsistently completed ranging between 23.8-89.1% of vital sign items. Of the injured children, 37.0% (n = 166) received surgery at the district hospital, general practitioners performed 80.9% (n = 114) of surgeries, 87.4% (n = 145) of operated patients received no anesthesia, and 69.3% (n = 311) were admitted to the district hospital, while 2.7% (n = 12) were transferred to tertiary facilities for higher-level care. CONCLUSIONS: The presentation of child injuries-namely falls, burns, and road traffic accidents-is similar to what has been reported in other sub-Saharan African countries. However, more needs to be done to improve the completion and documentation of vital signs and increase availability of surgical specialists. Finally, targeted strategies to prevent burns and motorcycle-related injuries are recommended prevention interventions for this rural population.",2020,,Ann Glob Health,86,1,116,32983912,10.5334/aogh.2711,13365,#1082,Bagahirwa 2020,"",Burden; Burns; Injuries; Road Traffic Accidents
Patterns and management outcome of paediatrics burn in a general surgical department: experience from a secondary referral hospital,"Bakhiet, M. Y.; Koko, M. B. A.; Gismalla, M. D.; Assil, S. M.; Bagit, A. A.","Burns are considered the fourth most common type of traumatic injury worldwide with significant morbidity and mortality. The aim of this study is to disclose the incidence, etiological factors, treatment and outcome of paediatric burns in Sudan. This is a retrospective hospital-based study, conducted during 2016-2019. Patients who presented with burn injuries and managed in the hospital were included in the study. Flowchart sheets were used to collect the data. Then, it was entered and analysed using Statistical Package for the Social Sciences version 21 statistical software (IBM Corporation, Chicago, IL). The total number of patients who fulfill our criteria is 85 with a median age of 4 years (7 months-15 years). Sixty-five percent of them were under 5 years with male predominance (55%). Most patients' burns occurred at home. The median percentage of burn is 18% (2%-90%) which is caused by scalding burn among 55.3% followed by the flame burn in 41.2% of patients. Regarding fluid management, 60% received fluid. Open dressing for burn wounds was done for 75% and close dressing among 15% of patients. More than 80% of the patients in this study were treated and discharged in a good condition while the mortality was 5.9%. This study showed the significant burden of paediatric burns management on general surgery units in a referral hospital. Therefore, equipping the hospital and founding these specialities will decrease this load and will improve the outcome.",2023,,Sudan J Paediatr,23,1,74-81,37663100,10.24911/sjp.106-1603179359,15100,#1109,Bakhiet 2023,"",Burden; Burns; Surgical Capacity
Recurrence of post burn contractures of the elbow and shoulder joints: experience from a Ugandan hospital,"Balumuka, D. D.; Galiwango, G. W.; Alenyo, R.","BACKGROUND: Recurrence of post-burn contractures, following inadequate management of post-burn contractures (PBC), is under reported. It is associated with multiple operations and an increased cost to patients and their families. The purpose of this study was to determine the frequency of recurrence of PBC of the shoulder and the elbow joint three months after surgical intervention and the associated risk- factors. METHODS: This was a prospective cohort study conducted at CoRSU hospital from March 2012 to November 2014. All patients with PBC of the elbow and/or shoulder joint who consented to be in the study and met the inclusion criteria were enrolled. Data was collected using a pretested, coded questionnaire. A goniometer was used to measure the active range of motion of the involved joint. The measurements were recorded in degrees. The data was analysed with STATA version 12.1. RESULTS: 58 patients were enrolled consecutively in the study. There were 36 females and 22 males, with a female to male ratio of 1.6:1. The age range was 0.75-45 years, with a median age of 5 years. The average age at the time of injury was 3.4 years. The most common cause of initial burn injury was scalding. The average number of joints involved per patient was two. There was a high incidence of recurrence of PBC (52 %) among the participants. The shoulder had the highest frequency of recurrence at 67 %. The elbow joint had a frequency of recurrence of 27 %. All participants with both elbow and shoulder joint involvement had PBC recur. The risk factors for recurrence were flame burn (p = 0.007), duration of PBC of more than 1 year (p = 0.018), and incomplete release of the contracture (p = 0.002). The presence of keloids, hypertrophic scars, ulcers and the occurrence of complications at the contracture site were not associated with recurrence of PBC. CONCLUSION: Recurrence of PBC of the elbow and shoulder joint is a common problem. The risk factors should be kept in mind during management of PBC to reduce the recurrence rate.",2015,,BMC surgery,15,,103,,10.1186/s12893-015-0089-y,20169,#1135,Balumuka 2015,"",Burden; Burns
Prevalence and Severity of Burn Scars in Rural Mozambique,"Barba, P.; Neubauer, D. C.; Cossa, M.; Sieker, J.; Hornacek, M. W.; Lance, S. H.; Ewing, E.; Tsai, C.; Funzamo, C.; Amado, V.; Adamo, F.; Rose, J.; Bendix, P.; Vaz, F.; Noormahomed, E.; Bickler, S. W.; Gosman, A.","BACKGROUND: Burn injuries are common in low- and middle-income countries (LMICs) and their associated disability is tragic. This study is the first to explore burn scars in rural communities in Mozambique. This work also validated an innovate burn assessment tool, the Morphological African Scar Contractures Classification (MASCC), used to determine surgical need. METHODS: Using a stratified, population-weighted survey, the team interviewed randomly selected households from September 2012 to June 2013. Three rural districts (Chókwè, Nhamatanda, and Ribáuè) were selected to represent the southern, central and northern regions of the country. Injuries were recorded, documented with photographs, and approach to care was gathered. A panel of residents and surgeons reviewed the burn scar images using both the Vancouver Scar Scale and the MASCC, a validated visual scale that categorizes patients into four categories corresponding to levels of surgical intervention. RESULTS: Of the 6104 survey participants, 6% (n = 370) reported one or more burn injuries. Burn injuries were more common in females (57%) and most often occurred on the extremities. Individuals less than 25 years old had a significantly higher odds of reporting a burn scar compared to people older than 45 years. Based on the MASCC, 12% (n = 42) would benefit from surgery to treat contractures. CONCLUSION: Untreated burn injuries are prevalent in rural Mozambique. Our study reveals a lack of access to surgical care in rural communities and demonstrates how the MASCC scale can be used to extend the reach of surgical assessment beyond the hospital through community health workers.",2022,,World J Surg,46,11,2561-2569,35947179,10.1007/s00268-022-06682-y,13290,#1171,Barba 2022,"",Access to Healthcare; Burden; Burns
Barriers and prospects for skin grafting in burn treatment across African countries,"Bbaale, D.; Mohr, C.; Lindert, J.; Allorto, N.; Mabanza, T.; Katabogama, J. B.; Chamania, S.; Elrod, R.; Boettcher, M.; Elrod, J.","INTRODUCTION: The current standard management of full-thickness or deep dermal burns is early tangential excision and skin grafting. A conservative approach to deep burns without the option of skin grafting results in delayed wound healing, possibly leading to wound infection and is associated with hypertrophic scarring and increased morbidity and mortality. The aim of this study was to improve the understanding of the management and availability to perform skin grafting for burns on the African continent. It also sought to identify challenges and perceived improvements. METHODS: A web-based, structured, closed-formatted, multinational survey was designed to gather information on the current state and availability of skin grafting of burn wounds on the African continent. The questionnaire consisted of 27 questions, available in English and French. It was reviewed within the GAP-Burn collaboration network and sent to 271 health care professionals who had participated in a previous study and had initially been recruited by means of the snowball system. RESULTS: The questionnaire was completed 84 times (response rate: 31.0%), of which 3 were excluded. Responses originated from 22 African countries. The majority 71 (87.7%) resulted from countries with a low Human Development Index (HDI), 7 (8.6%) from medium HDI countries. Split thickness skin grafting (STSG) is performed in 51 (63.0%) centers. The majority considers STSG to reduce length of stay (72.8%) and improve scarring (54.3%), yet some indicated that STSG is associated with increased risk of donor site infection (8.6%) and severe bleeding (7.4%). Factors preventing increased grafting included lack of equipment and training. CONCLUSION: Skin grafting is not performed in a significant number of hospitals treating burns. The majority of the staff believe that more skin grafting would lead to a better outcome. Advocacy and improved infrastructure, human resources coupled with introduction to well-structured health coverage for all in African countries could help to better access and affordability in burn care.",2024,,Burns,50,5,1150-1159,38490835,10.1016/j.burns.2024.02.012,13370,#1259,Bbaale 2024,"",Barriers to Care
